2025-01-31 22:15:38,02b3bbc3-fee2-4239-b5c2-9c77da760ccf,14,I'm so happy with my purchase! Will buy again.,positive,100.0,4.911
2025-01-31 22:15:38,1eb0c344-c031-4445-8655-250274ed6449,17,Too expensive for the quality you get.,negative,50.0,4.9883
2025-01-31 22:15:38,3b97667f-fdc9-41c0-8b61-c2b3d80390ba,26,Can't believe how great this works!,positive,100.0,5.0242
2025-01-31 22:15:38,0f548086-f864-42db-874e-36a85ace5f78,27,Overhyped. Wouldn’t recommend.,neutral,0.0,5.0282
2025-01-31 22:15:38,71a18392-08e8-4c73-ac91-d59a18e4637c,53,Customer support was quick and helpful.,positive,33.33333333333333,0.9544
2025-01-31 22:15:38,bd0be679-2ad5-48e0-a351-507ed5d8f6bf,57,The battery life is terrible.,negative,100.0,1.0454
2025-01-31 22:15:38,2401331c-6524-4c73-bd96-0b6dba0b55ed,3,It's okay,positive,50.0,5.2022
2025-01-31 22:15:39,5ac07c47-4189-4301-bb58-123343717860,7,I don't know what to say,neutral,0.0,5.2879
2025-01-31 22:15:39,f99e70f0-9d00-4908-9378-619befe95dff,48,Perfect for my needs. I love it.,positive,75.0,0.9806
2025-01-31 22:15:39,eda3f5f7-05fd-4f5f-be56-974b889a95bb,33,It's alright but needs some improvements.,neutral,0.0,5.4015
2025-01-31 22:15:39,68cd33f3-ef86-4c21-b653-dbdec4f2c501,5,The product broke within a week. Very disappointed.,negative,97.50000000000001,5.4197
2025-01-31 22:15:39,50ab1480-661a-4e70-a959-f83b148e619c,58,So much better than competing brands!,positive,62.5,1.3356
2025-01-31 22:15:39,5044c61a-df02-4c54-9c6f-8c43328cb85d,39,This should be cheaper for what it offers.,positive,10.0,5.5072
2025-01-31 22:15:39,1deff2ea-9719-4775-b3e6-26ea2ab1254b,4,Best purchase I’ve made this year!,positive,100.0,5.5726
2025-01-31 22:15:39,214ce9fe-c5c0-42e9-bab0-6baabc3375c2,59,Great value for money.,positive,80.0,1.4618
2025-01-31 22:15:39,749f1e37-1c13-4098-b1ff-8fcf708c79f7,52,Great for beginners! Super easy to use.,positive,58.88888888888889,1.6828
2025-01-31 22:15:39,b7ea8e3d-de72-46e3-8329-d50f72a6d236,43,They sent me the wrong item!,negative,62.5,5.7024
2025-01-31 22:15:39,8b092304-a60d-4a26-bd40-03f75501f873,25,Feels cheap and flimsy.,positive,40.0,5.8034
2025-01-31 22:15:39,d30bb87c-6a63-4114-ad2b-a3d85d0127b2,54,Didn't meet my expectations.,neutral,0.0,1.9575
2025-01-31 22:15:39,5fd09985-15ca-483d-828e-73973dd7a74a,29,Works exactly as described!,positive,31.25,2.4484
2025-01-31 22:15:39,4ab70918-3bfc-4478-8b83-3a0998c2f680,50,I don’t understand the hype. It’s average.,negative,15.0,2.146
2025-01-31 22:15:39,d7634786-536a-4a14-b975-331a5f114e7d,51,The instructions were unclear and confusing.,negative,30.0,2.0411
2025-01-31 22:15:39,e42f157b-58be-4908-bd3c-7f0446f54e99,60,This was a complete waste of my time.,negative,5.0,1.7388
2025-01-31 22:15:39,870bc5d7-ceb6-4737-99c7-4e767d5e25f9,18,Super fast shipping and great service.,positive,44.44444444444445,6.1707
2025-01-31 22:15:39,496800ca-1359-4719-8bce-c6052655f71d,49,Product is okay,positive,50.0,2.3336
2025-01-31 22:15:40,a33a9a46-a869-4a15-a140-e701077b2f9f,31,Completely changed how I work. Fantastic!,positive,30.0,2.7433
2025-01-31 22:15:40,f52eafef-4385-44f7-8942-813e72c8f8ca,41,My order arrived late. Not happy.,negative,35.0,6.2986
2025-01-31 22:15:40,850ed4ec-7ca3-4828-bf73-0131f6ffd665,30,Not worth the price at all.,negative,15.0,2.854
2025-01-31 22:15:40,e3c9f444-b7f0-4694-ae13-2656e06ef15c,11,This product saved me so much time. I love it!,positive,41.25,6.4017
2025-01-31 22:15:40,e63cdf54-c076-4d1d-80c0-fae7004d1131,24,Annoying to set up,negative,80.0,6.4348
2025-01-31 22:15:40,d048a2d0-33fc-4e46-93b4-fd3b10d02f84,13,It's just decent,positive,16.666666666666664,6.5208
2025-01-31 22:15:40,326a7569-d73e-4aac-b8b8-abdfab26a56f,40,Easy to use and very effective.,positive,60.66666666666667,6.5481
2025-01-31 22:15:40,1e9ba216-3071-4625-b750-391946ec0e3c,8,Highly recommend! Exceeded my expectations.,positive,20.0,6.6221
2025-02-02 13:47:20,cc57c839-ce14-4bc4-9193-5ca93b84c2dd,103,the place is very peaceful and friendly.,positive,35.0,0.4075
2025-02-02 18:17:10,8f55d5a2-2ebe-4da9-88df-5f04170c644e,1,i liked the taste.,positive,60.0,0.2396
2025-02-02 19:12:44,c292f221-eadc-466b-9f77-3bb49a082c78,1,i loved it,positive,70.0,0.1596
